,branch,name,type,diameter,length,upstream_chainage,upstream_invert,downstream_chainage
18, 'Branch_1', 'OH_19',concrete,300.0,21.75402456799566,1035.4323181944055,195.37322887813,1057.1863427624012
19, 'Branch_1', 'OH_20',plastic,300.0,32.56870853798446,1043.7557319747953,195.36372850679496,1076.3244405127798
20, 'Branch_1', 'OH_21',concrete,800.0,12.041518908873236,1123.4845034414095,195.25864767522975,1135.5260223502828
21, 'Branch_1', 'OH_22',concrete,300.0,12.184856827620017,1189.1501540124834,194.88968812720225,1201.3350108401035
22, 'Branch_1', 'OH_23',concrete,800.0,18.90768293462564,1191.5136117756822,194.669658325332,1210.4212947103078
23, 'Branch_1', 'OH_24',concrete,300.0,8.462545156440976,1288.069963560782,194.4239583153058,1296.532508717223
24, 'Branch_1', 'OH_25',plastic,300.0,15.98302642449277,1359.953510836961,194.33275614872755,1375.9365372614536
25, 'Branch_1', 'OH_26',steel,800.0,20.433602757040155,1457.6511264422516,193.9737183751935,1478.0847291992918
26, 'Branch_1', 'OH_27',steel,500.0,19.765570032570448,1497.1409274280816,193.6459446218738,1516.906497460652
27, 'Branch_1', 'OH_28',concrete,500.0,6.751156135436158,1509.7092596590544,193.52519844022743,1516.4604157944905
28, 'Branch_1', 'OH_29',concrete,300.0,7.418055345397187,1584.0934715257663,193.28831157566808,1591.5115268711634
29, 'Branch_1', 'OH_30',concrete,300.0,34.74019543247638,1643.151868654508,193.16445831147144,1677.8920640869844
30, 'Branch_1', 'OH_31',plastic,500.0,31.82290619436146,1680.9487520888688,192.9669839076829,1712.7716582832302
31, 'Branch_1', 'OH_32',concrete,800.0,17.00400376579921,1730.1838271338167,192.4330969123838,1747.187830899616
32, 'Branch_1', 'OH_33',concrete,500.0,4.569995241575799,1820.1516540972948,192.42279831598856,1824.7216493388705
33, 'Branch_1', 'OH_34',concrete,300.0,45.01356424104452,1854.061218882388,192.301540930436,1899.0747831234326
34, 'Branch_1', 'OH_35',steel,1000.0,38.58947617485352,1945.505682822646,191.82472297114052,1984.0951589974993
35, 'Branch_1', 'OH_36',concrete,800.0,20.04068086691796,2018.052201446773,191.77652265586664,2038.092882313691
36, 'Branch_1', 'OH_37',concrete,1000.0,11.127116577021638,2078.073084459998,191.2977469508332,2089.2002010370197
37, 'Branch_1', 'OH_38',concrete,300.0,13.110073893126035,2091.6076821995434,190.98401858130535,2104.7177560926693
38, 'Branch_1', 'OH_39',concrete,300.0,7.301534950523465,2174.4582793464547,190.78997842381315,2181.759814296978
39, 'Branch_1', 'OH_40',steel,800.0,15.443323183062056,2231.054931080675,190.2479561808472,2246.498254263737
40, 'Branch_1', 'OH_41',concrete,300.0,20.09757267263233,2276.8318569848,190.09018267634477,2296.9294296574326
41, 'Branch_1', 'OH_42',plastic,800.0,4.180502208868402,2286.000169246452,190.02466588823785,2290.1806714553204
42, 'Branch_1', 'OH_43',plastic,300.0,11.791310681281118,2302.202152724788,189.76800695600463,2313.993463406069
43, 'Branch_1', 'OH_44',steel,300.0,32.749964964045624,2393.278594552721,189.5526900678537,2426.028559516767
44, 'Branch_1', 'OH_45',plastic,1000.0,13.183227777291664,2464.4396892160207,189.3736983643105,2477.622916993312
45, 'Branch_1', 'OH_46',concrete,300.0,5.235555244611776,2537.088062161635,189.1914100979596,2542.323617406247
46, 'Branch_1', 'OH_47',concrete,500.0,6.964848527180102,2634.069389845447,188.6393981698112,2641.034238372627
47, 'Branch_1', 'OH_48',concrete,300.0,22.91105778407335,2700.252832732982,188.4919254193359,2723.1638905170553
48, 'Branch_1', 'OH_49',concrete,300.0,11.961228943134572,2782.2505374481048,188.44103016159409,2794.2117663912395
49, 'Branch_1', 'OH_50',plastic,300.0,21.41265957074969,2876.3239896730047,188.2187682572508,2897.7366492437545
50, 'Branch_1', 'OH_51',concrete,300.0,13.780274462944313,2900.9088025930487,188.16130847934733,2914.689077055993
51, 'Branch_1', 'OH_52',steel,800.0,7.945154876046644,2902.946205437674,188.02255974136136,2910.8913603137207
52, 'Branch_1', 'OH_53',concrete,500.0,7.218417876634759,2905.0976132124965,188.01691496739045,2912.3160310891312
53, 'Branch_1', 'OH_54',plastic,300.0,18.065098189833456,2915.191058916949,187.5742189826671,2933.256157106782
54, 'Branch_1', 'OH_55',concrete,500.0,24.647980400618607,2992.8119572155424,187.0136124365155,3017.459937616161
55, 'Branch_1', 'OH_56',plastic,300.0,8.406328908143802,3005.4419392204222,186.89593491337516,3013.848268128566
56, 'Branch_1', 'OH_57',concrete,800.0,29.435647943323133,3023.2574257848546,186.6496756868241,3052.6930737281778
57, 'Branch_1', 'OH_58',concrete,800.0,24.744014178738556,3101.03507902036,186.2614354825806,3125.779093199099
58, 'Branch_1', 'OH_59',concrete,500.0,12.058229502892509,3186.164345653498,186.0034098575836,3198.2225751563906
59, 'Branch_1', 'OH_60',concrete,300.0,12.25481034020099,3265.471052921288,185.47254787564023,3277.725863261489
60, 'Branch_1', 'OH_61',plastic,300.0,25.67040001519044,3324.8256861073965,185.3937155311368,3350.496086122587
61, 'Branch_1', 'OH_62',plastic,300.0,21.06936100700308,3386.0701784066905,185.26078954759487,3407.1395394136935
62, 'Branch_2', 'OH_1',plastic,1000.0,38.415835507247536,28.83746751620238,399.9120860051758,67.25330302344992
63, 'Branch_2', 'OH_2',concrete,300.0,16.40703310514676,126.07284438565377,399.8731130824336,142.47987749080053
64, 'Branch_2', 'OH_3',plastic,800.0,23.903137815876,142.01961746143687,399.7370833027073,165.92275527731286
65, 'Branch_2', 'OH_4',plastic,300.0,25.70410265162869,158.53748885714597,399.6125520419131,184.24159150877466
66, 'Branch_2', 'OH_5',concrete,300.0,8.879364548782963,176.16507837779352,399.5680517827143,185.0444429265765
67, 'Branch_2', 'OH_6',concrete,500.0,28.433364197435857,225.6676617337243,399.49815575113047,254.10102593116014
68, 'Branch_2', 'OH_7',steel,500.0,32.77480904561742,278.0850584737593,399.48210237215,310.85986751937673
69, 'Branch_2', 'OH_8',concrete,300.0,27.524734077137342,374.02894226146645,399.4573966117152,401.5536763386038
70, 'Branch_2', 'OH_9',plastic,1000.0,24.439431229388624,418.5348154729176,399.2932597786401,442.97424670230623
71, 'Branch_2', 'OH_10',plastic,500.0,30.537372714268127,458.2588131587928,399.13164875171526,488.79618587306095
72, 'Branch_2', 'OH_11',concrete,500.0,18.64550626724221,470.17748639938026,399.0249812954842,488.82299266662244
73, 'Branch_2', 'OH_12',concrete,300.0,13.221106439136705,508.0624368506178,398.92564869553127,521.2835432897546
74, 'Branch_2', 'OH_13',plastic,500.0,21.57182096403674,570.8150957043658,398.8181025015869,592.3869166684026
75, 'Branch_2', 'OH_14',plastic,300.0,12.9430262708657,598.1376654256591,398.7140882395108,611.0806916965248
76, 'Branch_2', 'OH_15',concrete,800.0,29.972373562165775,652.6753658082459,398.6269312550017,682.6477393704117
77, 'Branch_2', 'OH_16',plastic,800.0,21.28494625502344,673.1575395819276,398.4829932553428,694.442485836951
78, 'Branch_2', 'OH_17',plastic,300.0,21.243652318196816,727.6862485587422,398.311640087158,748.9299008769391
79, 'Branch_2', 'OH_18',plastic,1500.0,9.242382271662144,784.9440772752877,398.2563686414901,794.1864595469498
80, 'Branch_2', 'OH_19',concrete,300.0,19.90874587184461,797.3341554640008,398.12887330324185,817.2429013358454
81, 'Branch_2', 'OH_20',concrete,500.0,14.385130622745422,808.6436924930199,397.9658899190074,823.0288231157654
82, 'Branch_2', 'OH_21',concrete,500.0,46.849637401245225,907.3455069979626,397.8839232418425,954.1951443992078
83, 'Branch_2', 'OH_22',plastic,500.0,27.85707304935422,977.6346972384,397.8041217444436,1005.4917702877542
84, 'Branch_2', 'OH_23',steel,300.0,19.838536847364946,1035.5693170420295,397.6318154587265,1055.4078538893946
85, 'Branch_2', 'OH_24',concrete,500.0,43.0009687281664,1084.839522232534,397.4993833260162,1127.8404909607002
86, 'Branch_2', 'OH_25',steel,800.0,23.334979630276244,1156.9679556904914,397.4716660472285,1180.3029353207676
87, 'Branch_2', 'OH_26',plastic,500.0,12.568685653444009,1233.7179347047486,397.3268820212456,1246.2866203581925
88, 'Branch_2', 'OH_27',steel,300.0,12.423409627413264,1321.1121421860676,397.2302357103701,1333.5355518134809
89, 'Branch_2', 'OH_28',concrete,800.0,18.54086319540884,1372.1447874752116,397.1821439225952,1390.6856506706204
90, 'Branch_2', 'OH_29',concrete,500.0,7.175485238580928,1437.8291413650968,397.1786382843232,1445.0046266036777
91, 'Branch_2', 'OH_30',concrete,1500.0,25.620897812303973,1501.4263888828823,397.1296630244148,1527.0472866951864
92, 'Branch_2', 'OH_31',concrete,500.0,11.731061815339563,1528.3333099034453,397.1163651271222,1540.064371718785
93, 'Branch_2', 'OH_32',plastic,500.0,15.171271609030413,1545.188670692205,397.0003947235705,1560.3599423012354
94, 'Branch_2', 'OH_33',plastic,800.0,12.555913906975718,1584.4445837121636,396.9294139753313,1597.0004976191394
95, 'Branch_2', 'OH_34',concrete,300.0,22.64988180922941,1610.3213374624495,396.8211001651615,1632.9712192716788
96, 'Branch_2', 'OH_35',concrete,800.0,33.1299801437238,1641.9742528865563,396.7444280416859,1675.10423303028
97, 'Branch_2', 'OH_36',plastic,800.0,10.56156274531596,1729.0795658099355,396.6415842846132,1739.6411285552515
98, 'Branch_2', 'OH_37',concrete,1500.0,9.54328493890971,1775.0187188900654,396.6127214852348,1784.562003828975
99, 'Branch_2', 'OH_38',plastic,1000.0,17.229712333375346,1850.1563500387283,396.5700150854736,1867.3860623721037
100, 'Branch_2', 'OH_39',plastic,800.0,13.483593983263091,1872.9183203479024,396.5129467786831,1886.4019143311655
101, 'Branch_2', 'OH_40',plastic,1500.0,6.156028588617631,1961.805932685094,396.47449085535874,1967.9619612737115
102, 'Branch_2', 'OH_41',concrete,800.0,31.14869428597041,1996.0502492502835,396.3257037293537,2027.1989435362539
103, 'Branch_2', 'OH_42',concrete,800.0,8.04720151083362,2019.372054023363,396.2458266246869,2027.4192555341967
104, 'Branch_2', 'OH_43',plastic,1500.0,11.693532815718932,2065.629634502612,396.142843263684,2077.323167318331
105, 'Branch_2', 'OH_44',concrete,800.0,14.136719859482264,2156.5783407821937,395.9662607610785,2170.715060641676
106, 'Branch_2', 'OH_45',concrete,800.0,33.46423950018912,2245.461321563352,395.81568986397536,2278.9255610635414
107, 'Branch_2', 'OH_46',concrete,300.0,9.840030754384866,2324.8345724007377,395.8102814049427,2334.6746031551224
108, 'Branch_2', 'OH_47',concrete,1000.0,20.36463246669479,2350.2514384424417,395.7961606691494,2370.6160709091364
109, 'Branch_2', 'OH_48',steel,300.0,4.354896003874671,2402.7418239454832,395.77326636566494,2407.096719949358
110, 'Branch_2', 'OH_49',plastic,800.0,16.991198692775747,2405.5041129179667,395.6600580094812,2422.4953116107426
111, 'Branch_2', 'OH_50',plastic,800.0,32.783604386602704,2444.474305685501,395.5479950301474,2477.2579100721036
112, 'Branch_2', 'OH_51',plastic,500.0,11.878301840774329,2503.2668073252,395.4080698378273,2515.145109165974
113, 'Branch_2', 'OH_52',concrete,500.0,25.922379593021184,2593.771506788766,395.3109477835302,2619.6938863817873
114, 'Branch_2', 'OH_53',concrete,800.0,20.165411734480408,2665.1261517333555,395.1789569821488,2685.291563467836
115, 'Branch_2', 'OH_54',plastic,800.0,12.092677920610996,2680.227127111741,395.0158253135465,2692.319805032352
116, 'Branch_2', 'OH_55',plastic,1000.0,6.5032790117438894,2771.462588058492,394.92475622967817,2777.965867070236
117, 'Branch_2', 'OH_56',concrete,300.0,13.673149089905806,2824.6090934390527,394.8460270141557,2838.2822425289587
118, 'Branch_2', 'OH_57',concrete,500.0,26.30787086891859,2827.071064585387,394.7528855978199,2853.3789354543055
119, 'Branch_2', 'OH_58',concrete,800.0,7.739472737429332,2913.040561390039,394.7425572002166,2920.7800341274683
120, 'Branch_2', 'OH_59',concrete,800.0,12.314141379381113,2993.732499579557,394.59057523433046,3006.046640958938
121, 'Branch_2', 'OH_60',concrete,500.0,11.936221797726994,3026.7432162585324,394.5304360390482,3038.679438056259
122, 'Branch_2', 'OH_61',plastic,1500.0,21.74313203722989,3039.715564928132,394.3857664595137,3061.458696965362
123, 'Branch_2', 'OH_62',concrete,500.0,32.69367682193928,3129.3974041109445,394.2380894725352,3162.091080932884
124, 'Branch_2', 'OH_63',concrete,300.0,15.230409666957163,3139.135413094008,394.17675767145374,3154.3658227609653
125, 'Branch_2', 'OH_64',concrete,300.0,31.150635525730653,3180.894235965992,394.1201458933248,3212.0448714917225
126, 'Branch_2', 'OH_65',concrete,800.0,19.645379415929025,3233.507075695974,394.0937299953186,3253.152455111903
127, 'Branch_2', 'OH_66',plastic,300.0,14.068450472952982,3278.688452167651,394.0440769755866,3292.756902640604
128, 'Branch_2', 'OH_67',concrete,300.0,27.72767594408739,3360.2513809408024,393.8797385163176,3387.97905688489
129, 'Branch_2', 'OH_68',plastic,800.0,9.18882375360465,3417.8117822412173,393.7034926806599,3427.000605994822
130, 'Branch_2', 'OH_69',plastic,800.0,27.944754608967106,3516.8722103407854,393.5619788212994,3544.8169649497527
131, 'Branch_2', 'OH_70',concrete,300.0,22.227026056803503,3570.085050083939,393.5321816519387,3592.3120761407426
132, 'Branch_2', 'OH_71',concrete,800.0,21.026374395958584,3588.5450844888765,393.4591777256029,3609.571458884835
133, 'Branch_2', 'OH_72',plastic,300.0,8.172633484083297,3660.0108658996137,393.4228905720895,3668.183499383697
134, 'Branch_2', 'OH_73',concrete,500.0,23.74703480669514,3739.4320909784847,393.38428851286926,3763.1791257851796
135, 'Branch_2', 'OH_74',plastic,500.0,16.978983510281132,3829.4334109588303,393.2978660498866,3846.4123944691114
136, 'Branch_2', 'OH_75',plastic,300.0,10.81760786538765,3915.98274287634,393.1393254894944,3926.800350741728
137, 'Branch_2', 'OH_76',concrete,800.0,20.426270513815982,3995.798817159879,393.0104360116438,4016.225087673695
138, 'Branch_2', 'OH_77',plastic,2000.0,12.219019018957836,3996.6268029731855,392.9159665308087,4008.845821992143
139, 'Branch_2', 'OH_78',concrete,1000.0,7.416877682816387,4000.6387114088775,392.76482241476464,4008.055589091694
140, 'Branch_2', 'OH_79',concrete,300.0,13.322489295883711,4054.7159560483074,392.6188772004856,4068.038445344191
141, 'Branch_2', 'OH_80',concrete,2000.0,13.748929329758935,4107.278677428479,392.5226226600724,4121.027606758237
142, 'Branch_2', 'OH_81',plastic,1500.0,16.29447340793252,4152.530903946506,392.4993699284296,4168.825377354439
143, 'Branch_2', 'OH_82',concrete,300.0,29.100658848955604,4177.805280992036,392.4976641455164,4206.905939840992
144, 'Branch_2', 'OH_83',concrete,800.0,5.730940781384521,4218.019169340344,392.331358144394,4223.7501101217285
145, 'Branch_2', 'OH_84',plastic,800.0,36.05711480268893,4302.653526289687,392.2632718213656,4338.710641092376
146, 'Branch_2', 'OH_85',concrete,800.0,15.293450433556927,4379.517049368055,392.1942900378344,4394.810499801612
147, 'Branch_2', 'OH_86',plastic,500.0,9.454057630848853,4381.333407036548,392.16373346670383,4390.787464667397
148, 'Branch_2', 'OH_87',concrete,1000.0,21.9284503939465,4476.296356340627,392.09040947981896,4498.224806734574
149, 'Branch_2', 'OH_88',plastic,300.0,16.65104699255287,4519.646624746231,391.9524316977975,4536.297671738784
150, 'Branch_2', 'OH_89',concrete,800.0,18.75008734509576,4591.264618775397,391.9362051008132,4610.0147061204925
151, 'Branch_2', 'OH_90',concrete,1500.0,11.530771786232258,4601.59111994611,391.90855391172346,4613.121891732342
152, 'Branch_2', 'OH_91',plastic,300.0,24.064461395751444,4685.027372125103,391.8927206891111,4709.091833520854
153, 'Branch_2', 'OH_92',steel,2000.0,20.592930435658552,4719.697626003216,391.7247130806554,4740.290556438875
154, 'Branch_2', 'OH_93',plastic,300.0,20.698822747306437,4803.188566687033,391.5931062266518,4823.88738943434
155, 'Branch_2', 'OH_94',plastic,800.0,10.298112094468555,4881.830930692941,391.4729201478036,4892.12904278741
156, 'Branch_3', 'OH_1',concrete,500.0,36.50001684459184,66.61112720808137,199.58483045818517,103.11114405267321
157, 'Branch_3', 'OH_2',concrete,500.0,26.0957200211171,118.68538989982468,199.2238859166409,144.7811099209418
158, 'Branch_3', 'OH_3',plastic,2000.0,13.041884752027023,182.051621888944,198.5219287780941,195.09350664097101
159, 'Branch_3', 'OH_4',plastic,800.0,23.1155980619692,192.33756415177376,197.86539369186227,215.45316221374296
160, 'Branch_3', 'OH_5',plastic,300.0,35.15099562730708,197.98144194155125,197.3235039787536,233.13243756885834
161, 'Branch_3', 'OH_6',concrete,1000.0,8.220234425233166,225.01520808178984,197.11006761112804,233.235442507023
162, 'Branch_3', 'OH_7',concrete,300.0,16.27787523886559,278.2932033958261,196.58244842038096,294.5710786346917
163, 'Branch_3', 'OH_8',concrete,500.0,12.813971440579904,304.99892850788166,196.39669260538795,317.81289994846156
164, 'Branch_3', 'OH_9',concrete,500.0,14.358989132564773,378.9196201768021,195.89370833743345,393.27860930936686
165, 'Branch_3', 'OH_10',concrete,300.0,19.13865146259002,443.4260479427438,195.19023356168265,462.56469940533384
166, 'Branch_3', 'OH_11',plastic,300.0,18.82249065189326,455.2667565918444,194.4215186216312,474.08924724373765
167, 'Branch_3', 'OH_12',steel,300.0,23.536898770220517,511.5740159220602,193.828238671127,535.1109146922807
168, 'Branch_3', 'OH_13',concrete,300.0,21.185831774411326,553.8004707817647,193.8245680546217,574.986302556176
169, 'Branch_3', 'OH_14',concrete,300.0,22.82498435069146,628.1055359252533,193.5818273425929,650.9305202759448
170, 'Branch_3', 'OH_15',steel,1000.0,12.538320780847208,630.4180136939549,193.29605975237604,642.9563344748021
171, 'Branch_3', 'OH_16',concrete,300.0,28.984850402291364,665.1181809307116,193.21650707719263,694.103031333003
172, 'Branch_3', 'OH_17',plastic,300.0,12.02617015569713,701.2938640946898,193.14865281132143,713.3200342503869
173, 'Branch_3', 'OH_18',plastic,500.0,26.81591302898004,710.6799920431856,192.8637627298053,737.4959050721657
174, 'Branch_3', 'OH_19',concrete,1000.0,41.12231363630508,745.9162440853393,192.16755821676009,787.0385577216443
175, 'Branch_3', 'OH_20',steel,1000.0,22.501416657411863,786.432542417459,191.5792722281292,808.9339590748708
176, 'Branch_3', 'OH_21',steel,500.0,21.08157607099457,816.5420633432784,191.3891911699021,837.6236394142729
177, 'Branch_3', 'OH_22',concrete,300.0,22.290354018652565,834.0567356528719,191.2028956685425,856.3470896715245
178, 'Branch_3', 'OH_23',concrete,500.0,12.063095739507771,928.5400996762492,190.97612065131048,940.6031954157569
179, 'Branch_3', 'OH_24',concrete,800.0,27.86943892635074,993.9822259037712,190.5046282469026,1021.851664830122
180, 'Branch_3', 'OH_25',concrete,1000.0,26.945131869123895,1055.8867928683735,190.118659600066,1082.8319247374975
181, 'Branch_3', 'OH_26',concrete,300.0,21.578598422828648,1104.2939413201711,189.42468017443565,1125.8725397429998
182, 'Branch_3', 'OH_27',plastic,300.0,13.139436895659829,1189.2048927222957,189.09394645396995,1202.3443296179555
183, 'Branch_3', 'OH_28',concrete,300.0,22.32203237662346,1218.7341354367002,188.49877063742807,1241.0561678133236
184, 'Branch_3', 'OH_29',steel,1500.0,20.193561079016924,1310.702252208299,187.94173331485624,1330.8958132873158
185, 'Branch_3', 'OH_30',concrete,500.0,34.99997239169902,1313.7388725117046,187.56748969517787,1348.7388449034036
186, 'Branch_3', 'OH_31',steel,300.0,15.224674042179608,1374.3167847395048,187.5213330032225,1389.5414587816845
187, 'Branch_3', 'OH_32',concrete,300.0,26.165888012408143,1455.5355526820415,186.80069406790292,1481.7014406944497
188, 'Branch_3', 'OH_33',concrete,500.0,28.67746727659406,1533.8281840277486,186.30838643591107,1562.5056513043428
189, 'Branch_3', 'OH_34',plastic,300.0,18.21816198385659,1626.581690336756,185.76966744788427,1644.7998523206127
190, 'Branch_3', 'OH_35',concrete,1500.0,34.323071896191266,1704.267133678919,184.97575164972525,1738.5902055751103
191, 'Branch_3', 'OH_36',concrete,1000.0,14.571363286635496,1765.9623684804444,184.61625290539203,1780.5337317670799
192, 'Branch_3', 'OH_37',concrete,800.0,14.435594681696337,1829.455482154404,184.1665964424461,1843.8910768361004
193, 'Branch_3', 'OH_38',concrete,800.0,35.558930931344804,1883.758873911076,183.62431436493887,1919.3178048424209
194, 'Branch_3', 'OH_39',plastic,800.0,8.830018358498922,1931.7844714664936,183.44305182737503,1940.6144898249925
195, 'Branch_3', 'OH_40',steel,1500.0,15.981028881281745,1941.7541203703656,183.15228014011055,1957.7351492516473
196, 'Branch_3', 'OH_41',plastic,800.0,29.66002998725516,2016.0527275343663,182.83210319329456,2045.7127575216216
197, 'Branch_3', 'OH_42',steel,800.0,38.98167627400839,2060.1131667029226,182.3624952199893,2099.094842976931
198, 'Branch_3', 'OH_43',concrete,1500.0,32.45903591286594,2061.3073989403515,182.00327220961404,2093.7664348532176
199, 'Branch_3', 'OH_44',plastic,800.0,39.38828132659087,2137.915116794894,181.42519347818595,2177.303398121485
200, 'Branch_3', 'OH_45',plastic,300.0,9.72762770067277,2232.593323726387,181.4089164105505,2242.3209514270598
201, 'Branch_3', 'OH_46',concrete,500.0,27.489184687869383,2286.366503149829,181.07033499405333,2313.8556878376985
202, 'Branch_3', 'OH_47',concrete,800.0,44.14707071207312,2352.593353733273,180.77361523232904,2396.740424445346
203, 'Branch_3', 'OH_48',concrete,800.0,38.86556636871127,2370.15409159324,180.2664672861342,2409.0196579619515
204, 'Branch_3', 'OH_49',concrete,500.0,30.13166663235196,2440.1846776452026,179.66812084384222,2470.3163442775544
205, 'Branch_3', 'OH_50',steel,500.0,11.999975655870289,2452.0940213699096,179.11025797763887,2464.09399702578
206, 'Branch_3', 'OH_51',concrete,500.0,23.76181754454218,2456.591973367796,178.66105074169417,2480.3537909123384
207, 'Branch_3', 'OH_52',plastic,300.0,33.562959327301655,2484.399231230884,178.3010115725761,2517.9621905581857
208, 'Branch_3', 'OH_53',steel,2000.0,26.30289884101148,2561.4591651724627,177.74954784114468,2587.762064013474
209, 'Branch_3', 'OH_54',plastic,800.0,20.73114527651245,2631.313668587309,177.04917302633177,2652.0448138638217
210, 'Branch_3', 'OH_55',concrete,300.0,38.25751314616298,2688.0011005780284,176.31720311287296,2726.2586137241915
211, 'Branch_3', 'OH_56',plastic,500.0,27.275409203780853,2780.837359244776,176.09326677377464,2808.112768448557
212, 'Branch_3', 'OH_57',concrete,500.0,21.11574268551042,2795.740592410707,175.98040833523277,2816.856335096217
213, 'Branch_3', 'OH_58',concrete,300.0,30.487573247461416,2850.0417957727677,175.35997279913582,2880.5293690202293
214, 'Branch_3', 'OH_59',concrete,300.0,17.815646069696207,2858.2987658396464,174.55011235539317,2876.114411909343
215, 'Branch_3', 'OH_60',concrete,800.0,5.408826114802406,2896.561680271676,173.9588730427452,2901.970506386478
216, 'Branch_3', 'OH_61',steel,300.0,20.232971836356448,2989.308076069121,173.2225051940082,3009.541047905477
217, 'Branch_3', 'OH_62',concrete,300.0,26.768611970203057,3024.9942275654853,172.49594706862672,3051.7628395356883
218, 'Branch_3', 'OH_63',concrete,800.0,14.611062499027426,3033.852563711873,171.7791306077395,3048.4636262109
219, 'Branch_3', 'OH_64',concrete,500.0,13.086153313297627,3095.371057284222,171.12521861226256,3108.4572105975194
220, 'Branch_3', 'OH_65',concrete,300.0,31.856855771917463,3111.361244372079,171.0105345765427,3143.2181001439963
221, 'Branch_3', 'OH_66',plastic,800.0,8.57318832922356,3174.704056721353,170.79748820827214,3183.2772450505768
222, 'Branch_3', 'OH_67',concrete,500.0,8.832370423710062,3256.632274838128,170.46494720502025,3265.464645261838
223, 'Branch_3', 'OH_68',plastic,300.0,26.65905097648485,3329.13906991935,169.84312479518937,3355.7981208958345
224, 'Branch_3', 'OH_69',plastic,2000.0,21.024294698225848,3383.63872782861,169.64327458151226,3404.663022526836
225, 'Branch_3', 'OH_70',concrete,300.0,24.85139342276724,3469.167340271255,168.80481726019178,3494.018733694022
226, 'Branch_3', 'OH_71',plastic,500.0,12.612852627758684,3536.095863924276,168.0824234180368,3548.7087165520343
227, 'Branch_3', 'OH_72',concrete,300.0,28.257718122104087,3557.529640834834,167.3694681738914,3585.787358956938
228, 'Branch_3', 'OH_73',concrete,1000.0,36.70752279215864,3565.240994493061,166.72305312834433,3601.9485172852196
229, 'Branch_3', 'OH_74',plastic,1000.0,10.534558026066222,3624.772744652026,166.5584371458781,3635.3073026780926
230, 'Branch_3', 'OH_75',concrete,500.0,10.73657179870638,3690.636231685196,166.05067933562978,3701.3728034839023
231, 'Branch_3', 'OH_76',plastic,2000.0,14.430227605420086,3736.4821754074737,165.3280555704202,3750.9124030128937
232, 'Branch_3', 'OH_77',concrete,300.0,36.61312534421392,3783.397787809328,164.8226665687777,3820.010913153542
233, 'Branch_3', 'OH_78',concrete,1000.0,21.11462068611824,3882.705129235898,164.13243379217974,3903.819749922016
234, 'Branch_3', 'OH_79',plastic,500.0,15.900324874182033,3929.768051475964,163.32266249440138,3945.668376350146
235, 'Branch_3', 'OH_80',concrete,1000.0,18.316254791390527,3960.228645018929,162.67377727617256,3978.5448998103197
236, 'Branch_3', 'OH_81',plastic,500.0,20.794404123896992,3966.815329204957,162.14774293556871,3987.609733328854
237, 'Branch_3', 'OH_82',plastic,300.0,15.805698506200905,4024.380208847184,162.0493982240027,4040.1859073533847
238, 'Branch_3', 'OH_83',concrete,300.0,36.297470366017336,4117.668566677489,161.3993524565639,4153.966037043507
239, 'Branch_3', 'OH_84',concrete,300.0,7.336526233797654,4202.38279275915,161.01275791303917,4209.719318992948
240, 'Branch_3', 'OH_85',concrete,800.0,3.1436479899385983,4293.368505410336,160.70011743386388,4296.512153400275
